[02:08:12] [Client thread/ERROR]: Can't find the resource index file: C:\Users\lenovo\.gradle\caches\forge_gradle\assets\indexes\1.13.json
[02:08:12] [Client thread/INFO]: Setting user: Player268
[02:08:18] [Client thread/INFO]: LWJGL Version: 3.1.6 build 14
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.hostile.small_fall
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.hostile.splash
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.hostile.swim
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.husk.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.husk.converted_to_zombie
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.husk.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.husk.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.husk.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.cast_spell
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.mirror_move
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.prepare_blindness
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.illusioner.prepare_mirror
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.attack
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.item.break
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.item.pickup
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.add_item
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.break
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.place
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.remove_item
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.item_frame.rotate_item
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.leash_knot.break
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.leash_knot.place
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.lightning_bolt.impact
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.lightning_bolt.thunder
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.lingering_potion.throw
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.angry
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.chest
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.eat
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.spit
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.llama.swag
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.jump
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.squish
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.minecart.inside
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.minecart.riding
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.shear
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.mule.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.mule.chest
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.mule.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.mule.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.painting.break
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.painting.place
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.eat
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.fly
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.blaze
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.creeper
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.drowned
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.elder_guardian
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.ender_dragon
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.enderman
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.endermite
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.evoker
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.ghast
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.husk
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.illusioner
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.magma_cube
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.phantom
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.polar_bear
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.shulker
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.silverfish
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.skeleton
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.slime
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.spider
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.stray
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.vex
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.vindicator
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.witch
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.wither
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.wither_skeleton
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.wolf
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.zombie
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.zombie_pigman
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.imitate.zombie_villager
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.parrot.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.bite
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.flap
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.phantom.swoop
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.saddle
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.pig.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.crit
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.knockback
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.nodamage
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.strong
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.sweep
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.attack.weak
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.big_fall
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.breath
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.burp
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.hurt_drown
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.hurt_on_fire
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.levelup
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.small_fall
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.splash
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.splash.high_speed
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.player.swim
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.ambient_baby
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.polar_bear.warning
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.blow_out
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.blow_up
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.flop
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.puffer_fish.sting
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.attack
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.rabbit.jump
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.salmon.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.salmon.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.salmon.flop
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.salmon.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.shear
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.sheep.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.close
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.hurt_closed
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.open
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.shoot
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker.teleport
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker_bullet.hit
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.shulker_bullet.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.silverfish.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.silverfish.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.silverfish.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.silverfish.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.shoot
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.swim
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.ambient_water
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.gallop_water
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.jump_water
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.skeleton_horse.step_water
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.attack
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.jump
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.squish
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.death_small
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.hurt_small
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.squish_small
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.death_small
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.hurt_small
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.jump_small
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.slime.squish_small
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.snow_golem.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.snow_golem.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.snow_golem.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.snow_golem.shoot
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.snowball.throw
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.spider.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.spider.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.spider.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.spider.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.splash_potion.break
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.splash_potion.throw
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.squid.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.squid.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.squid.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.squid.squirt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.stray.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.stray.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.stray.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.stray.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.tnt.primed
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.tropical_fish.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.tropical_fish.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.tropical_fish.flop
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.tropical_fish.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.ambient_land
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.death_baby
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.egg_break
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.egg_crack
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.egg_hatch
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.hurt_baby
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.lay_egg
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.shamble
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.shamble_baby
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.swim
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.vex.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.vex.charge
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.vex.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.vex.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.no
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.trade
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.yes
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.vindicator.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.vindicator.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.vindicator.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.drink
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.throw
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.break_block
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.shoot
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.spawn
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither_skeleton.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither_skeleton.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither_skeleton.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither_skeleton.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.growl
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.howl
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.pant
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.shake
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.whine
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.attack_wooden_door
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.attack_iron_door
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.break_wooden_door
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.converted_to_drowned
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.destroy_egg
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.infect
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_horse.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_horse.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_horse.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_pigman.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_pigman.angry
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_pigman.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_pigman.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.ambient
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.converted
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.cure
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.death
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.hurt
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.step
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.armor.equip_chain
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.armor.equip_diamond
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.armor.equip_elytra
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.armor.equip_generic
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.armor.equip_gold
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.armor.equip_iron
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.armor.equip_leather
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.armor.equip_turtle
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.axe.strip
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bottle.empty
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bottle.fill
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bottle.fill_dragonbreath
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bucket.empty
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bucket.empty_fish
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bucket.empty_lava
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bucket.fill
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bucket.fill_fish
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.bucket.fill_lava
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.chorus_fruit.teleport
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.elytra.flying
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.firecharge.use
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.flintandsteel.use
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.hoe.till
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.shield.block
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.shield.break
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.shovel.flatten
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.totem.use
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.hit
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.hit_ground
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.return
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.riptide_1
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.riptide_2
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.riptide_3
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.throw
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.thunder
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music.creative
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music.credits
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music.dragon
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music.end
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music.game
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music.menu
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music.nether
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music.under_water
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.11
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.13
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.blocks
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.cat
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.chirp
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.far
